item_id,media_id,title,date,status,pages,chars,pdf_path,text_path,candidate_count_so_far
585,1141,"May 10, 1936: Lessons to teachers: Lesson X",10-May-36,ok,5,5527,pdf_cache/item_585_may-10-1936-lessons-to-teachers-lesson-x.pdf,extracted_text_all/item_585_may-10-1936-lessons-to-teachers-lesson-x.txt,2748
586,1142,"May 14, 1936: Lessons to teachers: Lesson XI",14-May-36,ok,2,2224,pdf_cache/item_586_may-14-1936-lessons-to-teachers-lesson-xi.pdf,extracted_text_all/item_586_may-14-1936-lessons-to-teachers-lesson-xi.txt,2772
587,1143,"May 15, 1936: Lessons to teachers: Lesson XII",15-May-36,ok,3,3631,pdf_cache/item_587_may-15-1936-lessons-to-teachers-lesson-xii.pdf,extracted_text_all/item_587_may-15-1936-lessons-to-teachers-lesson-xii.txt,2811
588,1144,"May 19, 1936: Lessons to teachers: Lesson XIII",19-May-36,ok,4,4801,pdf_cache/item_588_may-19-1936-lessons-to-teachers-lesson-xiii.pdf,extracted_text_all/item_588_may-19-1936-lessons-to-teachers-lesson-xiii.txt,2855
589,1145,"May 23, 1936: Lessons to teachers: Lesson XIV",23-May-36,ok,3,3047,pdf_cache/item_589_may-23-1936-lessons-to-teachers-lesson-xiv.pdf,extracted_text_all/item_589_may-23-1936-lessons-to-teachers-lesson-xiv.txt,2889
590,1719,"May 26, 1936: Lessons to teachers: Lesson XV",26-May-36,ok,3,2992,pdf_cache/item_590_may-26-1936-lessons-to-teachers-lesson-xv.pdf,extracted_text_all/item_590_may-26-1936-lessons-to-teachers-lesson-xv.txt,2924
591,1146,"June 2, 1936: Lessons to teachers: Lesson XVI",02-Jun-36,ok,4,4125,pdf_cache/item_591_june-2-1936-lessons-to-teachers-lesson-xvi.pdf,extracted_text_all/item_591_june-2-1936-lessons-to-teachers-lesson-xvi.txt,2961
592,1147,"June 4, 1936: Lessons to teachers: Lesson XVII",04-Jun-36,ok,10,13266,pdf_cache/item_592_june-4-1936-lessons-to-teachers-lesson-xvii.pdf,extracted_text_all/item_592_june-4-1936-lessons-to-teachers-lesson-xvii.txt,3140
593,1149,"June 8, 1936: Lessons to teachers: Lesson XVIII",08-Jun-36,ok,3,2780,pdf_cache/item_593_june-8-1936-lessons-to-teachers-lesson-xviii.pdf,extracted_text_all/item_593_june-8-1936-lessons-to-teachers-lesson-xviii.txt,3180
594,1150,"October 5, 1936: Opening Day -- Chekhov Theatre Studio",05-Oct-36,ok,4,4086,pdf_cache/item_594_october-5-1936-opening-day-chekhov-theatre-studio.pdf,extracted_text_all/item_594_october-5-1936-opening-day-chekhov-theatre-studio.txt,3232
595,1151,"October 6, 1936: Lesson given after performance at Dartington of Uday Shankar and his Company of Dancers and Musicians",06-Oct-36,ok,5,6024,pdf_cache/item_595_october-6-1936-lesson-given-after-performance-at-dartington-of-uday-shankar-and-his-compan.pdf,extracted_text_all/item_595_october-6-1936-lesson-given-after-performance-at-dartington-of-uday-shankar-and-his-compan.txt,3283
596,1152,"October 8, 1936",08-Oct-36,ok,8,10912,pdf_cache/item_596_october-8-1936.pdf,extracted_text_all/item_596_october-8-1936.txt,3414
597,1153,"October 9, 1936",09-Oct-36,ok,2,2107,pdf_cache/item_597_october-9-1936.pdf,extracted_text_all/item_597_october-9-1936.txt,3440
598,1154,"October 10, 1936: Demonstration lecture for audience",10-Oct-36,ok,1,658,pdf_cache/item_598_october-10-1936-demonstration-lecture-for-audience.pdf,extracted_text_all/item_598_october-10-1936-demonstration-lecture-for-audience.txt,3448
599,1155,"October 12, 1936",12-Oct-36,ok,2,1756,pdf_cache/item_599_october-12-1936.pdf,extracted_text_all/item_599_october-12-1936.txt,3469
600,1156,"October 13, 1936",13-Oct-36,ok,1,936,pdf_cache/item_600_october-13-1936.pdf,extracted_text_all/item_600_october-13-1936.txt,3474
601,1157,"October 14, 1936",14-Oct-36,ok,1,907,pdf_cache/item_601_october-14-1936.pdf,extracted_text_all/item_601_october-14-1936.txt,3484
602,1158,"October 15, 1936",15-Oct-36,ok,1,1369,pdf_cache/item_602_october-15-1936.pdf,extracted_text_all/item_602_october-15-1936.txt,3497
603,1159,"October 16, 1936",16-Oct-36,ok,7,9378,pdf_cache/item_603_october-16-1936.pdf,extracted_text_all/item_603_october-16-1936.txt,3640
604,1160,"October 20, 1936",20-Oct-36,ok,2,1398,pdf_cache/item_604_october-20-1936.pdf,extracted_text_all/item_604_october-20-1936.txt,3656
605,1161,"October 21, 1936",21-Oct-36,ok,1,726,pdf_cache/item_605_october-21-1936.pdf,extracted_text_all/item_605_october-21-1936.txt,3666
606,1162,"October 22, 1936","October 22, 1936",ok,4,5137,pdf_cache/item_606_october-22-1936.pdf,extracted_text_all/item_606_october-22-1936.txt,3745
607,1163,"October 23, 1936",23-Oct-36,ok,3,3304,pdf_cache/item_607_october-23-1936.pdf,extracted_text_all/item_607_october-23-1936.txt,3772
608,1164,"October 24, 1936",24-Oct-36,ok,1,1231,pdf_cache/item_608_october-24-1936.pdf,extracted_text_all/item_608_october-24-1936.txt,3787
609,1165,"October 27, 1936",27-Oct-36,ok,4,4218,pdf_cache/item_609_october-27-1936.pdf,extracted_text_all/item_609_october-27-1936.txt,3844
610,1166,"October 28, 1936",28-Oct-36,ok,6,6926,pdf_cache/item_610_october-28-1936.pdf,extracted_text_all/item_610_october-28-1936.txt,3913
611,1167,"October 30, 1936",30-Oct-36,ok,4,4330,pdf_cache/item_611_october-30-1936.pdf,extracted_text_all/item_611_october-30-1936.txt,3964
612,1168,"November 2, 1936",02-Nov-36,ok,2,2096,pdf_cache/item_612_november-2-1936.pdf,extracted_text_all/item_612_november-2-1936.txt,3993
613,1169,"November 2, 1936",02-Nov-36,ok,1,648,pdf_cache/item_613_november-2-1936.pdf,extracted_text_all/item_613_november-2-1936.txt,3999
614,1170,"November 3, 1936",03-Nov-36,ok,1,663,pdf_cache/item_614_november-3-1936.pdf,extracted_text_all/item_614_november-3-1936.txt,4008
615,1171,"November 5, 1936",05-Nov-36,ok,3,3254,pdf_cache/item_615_november-5-1936.pdf,extracted_text_all/item_615_november-5-1936.txt,4060
616,1172,"November 6, 1936",06-Nov-36,ok,3,2751,pdf_cache/item_616_november-6-1936.pdf,extracted_text_all/item_616_november-6-1936.txt,4096
617,1173,"November 7, 1936",07-Nov-36,ok,1,490,pdf_cache/item_617_november-7-1936.pdf,extracted_text_all/item_617_november-7-1936.txt,4097
618,1174,"November 8, 1936",08-Nov-36,ok,5,5891,pdf_cache/item_618_november-8-1936.pdf,extracted_text_all/item_618_november-8-1936.txt,4177
619,1175,"November 10, 1936","November 10, 1936",ok,3,3505,pdf_cache/item_619_november-10-1936.pdf,extracted_text_all/item_619_november-10-1936.txt,4227
620,1176,"November 11, 1936","November 11, 1936",ok,1,730,pdf_cache/item_620_november-11-1936.pdf,extracted_text_all/item_620_november-11-1936.txt,4233
621,1177,"November 12, 1936","November 12, 1936",ok,1,856,pdf_cache/item_621_november-12-1936.pdf,extracted_text_all/item_621_november-12-1936.txt,4245
622,1178,"November 13, 1936","November 13, 1936",ok,3,3812,pdf_cache/item_622_november-13-1936.pdf,extracted_text_all/item_622_november-13-1936.txt,4299
623,1179,"November 16, 1936","November 16, 1936",ok,9,11103,pdf_cache/item_623_november-16-1936.pdf,extracted_text_all/item_623_november-16-1936.txt,4446
624,1180,"November 17, 1936","November 17, 1936",ok,4,4183,pdf_cache/item_624_november-17-1936.pdf,extracted_text_all/item_624_november-17-1936.txt,4508
625,1181,"November 18, 1936","November 18, 1936",ok,2,2704,pdf_cache/item_625_november-18-1936.pdf,extracted_text_all/item_625_november-18-1936.txt,4540
626,1182,"November 20, 1936","November 20, 1936",ok,7,8613,pdf_cache/item_626_november-20-1936.pdf,extracted_text_all/item_626_november-20-1936.txt,4640
627,1183,"November 21, 1936","November 21, 1936",ok,3,3881,pdf_cache/item_627_november-21-1936.pdf,extracted_text_all/item_627_november-21-1936.txt,4686
628,1184,"November 23, 1936","November 23, 1936",ok,5,5524,pdf_cache/item_628_november-23-1936.pdf,extracted_text_all/item_628_november-23-1936.txt,4753
629,1185,"November 24, 1936","November 24, 1936",ok,4,5124,pdf_cache/item_629_november-24-1936.pdf,extracted_text_all/item_629_november-24-1936.txt,4808
630,1186,"November 25, 1936","November 25, 1936",ok,5,6027,pdf_cache/item_630_november-25-1936.pdf,extracted_text_all/item_630_november-25-1936.txt,4874
631,1187,"November 25, 1936","November 25, 1936",ok,2,795,pdf_cache/item_631_november-25-1936.pdf,extracted_text_all/item_631_november-25-1936.txt,4878
632,1188,"November 26, 1936","November 26, 1936",ok,8,8943,pdf_cache/item_632_november-26-1936.pdf,extracted_text_all/item_632_november-26-1936.txt,4969
633,1189,"November 27, 1936","November 27, 1936",ok,6,6642,pdf_cache/item_633_november-27-1936.pdf,extracted_text_all/item_633_november-27-1936.txt,5064
634,1190,"November 30, 1936","November 30, 1936",ok,6,7949,pdf_cache/item_634_november-30-1936.pdf,extracted_text_all/item_634_november-30-1936.txt,5131
635,1191,"November 30, 1936 (afternoon)","November 30, 1936",ok,3,3861,pdf_cache/item_635_november-30-1936-afternoon.pdf,extracted_text_all/item_635_november-30-1936-afternoon.txt,5180
636,1192,"December 1, 1936: First Lecture on the History of the Theatre, Given by Miss Georgette Boner","December 1, 1936",ok,8,10267,pdf_cache/item_636_december-1-1936-first-lecture-on-the-history-of-the-theatre-given-by-miss-georgette-boner.pdf,extracted_text_all/item_636_december-1-1936-first-lecture-on-the-history-of-the-theatre-given-by-miss-georgette-boner.txt,5200
637,1193,"December 2, 1936","December 2, 1936",ok,3,3434,pdf_cache/item_637_december-2-1936.pdf,extracted_text_all/item_637_december-2-1936.txt,5228
638,1194,"December 3, 1936: The Theatre as a Building: Second Lecture Given by Miss Georgette Boner","December 3, 1936",ok,3,3162,pdf_cache/item_638_december-3-1936-the-theatre-as-a-building-second-lecture-given-by-miss-georgette-boner.pdf,extracted_text_all/item_638_december-3-1936-the-theatre-as-a-building-second-lecture-given-by-miss-georgette-boner.txt,5233
639,1195,"December 4, 1936","December 4, 1936",ok,4,4640,pdf_cache/item_639_december-4-1936.pdf,extracted_text_all/item_639_december-4-1936.txt,5293
640,1196,"December 5, 1936","December 5, 1936",ok,1,782,pdf_cache/item_640_december-5-1936.pdf,extracted_text_all/item_640_december-5-1936.txt,5301
641,1197,"December 7, 1936: Miss Boner's lecture, ""The Theatre as A  Buillding,"" continued","December 7, 1936",ok,4,4149,pdf_cache/item_641_december-7-1936-miss-boner-s-lecture-the-theatre-as-a-buillding-continued.pdf,extracted_text_all/item_641_december-7-1936-miss-boner-s-lecture-the-theatre-as-a-buillding-continued.txt,5344
642,1198,"December 8, 1936","December 8, 1936",ok,2,2421,pdf_cache/item_642_december-8-1936.pdf,extracted_text_all/item_642_december-8-1936.txt,5373
643,1199,"December 9, 1936","December 9, 1936",ok,3,3289,pdf_cache/item_643_december-9-1936.pdf,extracted_text_all/item_643_december-9-1936.txt,5421
644,1200,"December 10, 1936","December 10, 1936",ok,12,16164,pdf_cache/item_644_december-10-1936.pdf,extracted_text_all/item_644_december-10-1936.txt,5625
645,1201,"December 10, 1936: Exploring our world of the theatre: The appointment of Beatrice Straight and Alan Harkness to the staff","December 10, 1936",ok,2,1579,pdf_cache/item_645_december-10-1936-exploring-our-world-of-the-theatre-the-appointment-of-beatrice-straight-a.pdf,extracted_text_all/item_645_december-10-1936-exploring-our-world-of-the-theatre-the-appointment-of-beatrice-straight-a.txt,5641
646,1202,"December 11, 1936","December 11, 1936",ok,2,2517,pdf_cache/item_646_december-11-1936.pdf,extracted_text_all/item_646_december-11-1936.txt,5671
647,1203,"December 12, 1936","December 12, 1936",ok,4,5082,pdf_cache/item_647_december-12-1936.pdf,extracted_text_all/item_647_december-12-1936.txt,5726
648,1204,"December 14, 1936","December 15, 1936",ok,4,4650,pdf_cache/item_648_december-14-1936.pdf,extracted_text_all/item_648_december-14-1936.txt,5787
649,1205,"December 15, 1936","December 15, 1936",ok,4,4455,pdf_cache/item_649_december-15-1936.pdf,extracted_text_all/item_649_december-15-1936.txt,5857
650,1206,"December 16, 1936","December 16, 1936",ok,1,871,pdf_cache/item_650_december-16-1936.pdf,extracted_text_all/item_650_december-16-1936.txt,5869
651,1207,"December 16, 1936: Evening lesson with Michael Chekhov, Alan, and Beatrice Straight for work on exercises to be given next term","December 16, 1936",ok,7,7080,pdf_cache/item_651_december-16-1936-evening-lesson-with-michael-chekhov-alan-and-beatrice-straight-for-work-o.pdf,extracted_text_all/item_651_december-16-1936-evening-lesson-with-michael-chekhov-alan-and-beatrice-straight-for-work-o.txt,5942
652,1208,"January 14, 1937","January 14, 1937",ok,10,15062,pdf_cache/item_652_january-14-1937.pdf,extracted_text_all/item_652_january-14-1937.txt,6135
653,1209,"January 16, 1937","January 16, 1937",ok,12,15646,pdf_cache/item_653_january-16-1937.pdf,extracted_text_all/item_653_january-16-1937.txt,6341
654,1210,"January 18, 1937","January 18, 1937",ok,12,16431,pdf_cache/item_654_january-18-1937.pdf,extracted_text_all/item_654_january-18-1937.txt,6552
655,1211,"January 18, 1937 (afternoon)","January 18, 1937",ok,4,4287,pdf_cache/item_655_january-18-1937-afternoon.pdf,extracted_text_all/item_655_january-18-1937-afternoon.txt,6613
656,1212,"January 19, 1937","January 19, 1937",ok,15,19997,pdf_cache/item_656_january-19-1937.pdf,extracted_text_all/item_656_january-19-1937.txt,6875
657,1216,"January 20, 1937","January 20, 1937",ok,2,2509,pdf_cache/item_657_january-20-1937.pdf,extracted_text_all/item_657_january-20-1937.txt,6910
658,1217,"January 21, 1937","January 21, 1937",ok,2,2175,pdf_cache/item_658_january-21-1937.pdf,extracted_text_all/item_658_january-21-1937.txt,6944
659,1218,"January 23, 1937","January 23, 1937",ok,11,14416,pdf_cache/item_659_january-23-1937.pdf,extracted_text_all/item_659_january-23-1937.txt,7133
660,1219,"January 25, 1937","January 25, 1937",ok,11,14189,pdf_cache/item_660_january-25-1937.pdf,extracted_text_all/item_660_january-25-1937.txt,7302
661,1220,"January 28, 1937","January 28, 1937",ok,6,7378,pdf_cache/item_661_january-28-1937.pdf,extracted_text_all/item_661_january-28-1937.txt,7403
662,1221,"February 1, 1937","February 1, 1937",ok,8,10626,pdf_cache/item_662_february-1-1937.pdf,extracted_text_all/item_662_february-1-1937.txt,7562
663,1222,"February 3, 1937","February 3, 1937",ok,5,6426,pdf_cache/item_663_february-3-1937.pdf,extracted_text_all/item_663_february-3-1937.txt,7647
664,1223,"February 4, 1937","February 4, 1937",ok,8,10268,pdf_cache/item_664_february-4-1937.pdf,extracted_text_all/item_664_february-4-1937.txt,7786
665,1224,"February 8, 1937","February 8, 1937",ok,7,9457,pdf_cache/item_665_february-8-1937.pdf,extracted_text_all/item_665_february-8-1937.txt,7908
666,1225,"February 9, 1937","February 9, 1937",ok,7,8577,pdf_cache/item_666_february-9-1937.pdf,extracted_text_all/item_666_february-9-1937.txt,8027
667,1226,"February 11, 1937","February 11, 1937",ok,14,19091,pdf_cache/item_667_february-11-1937.pdf,extracted_text_all/item_667_february-11-1937.txt,8267
668,1227,"February 15, 1937","February 15, 1937",ok,5,6148,pdf_cache/item_668_february-15-1937.pdf,extracted_text_all/item_668_february-15-1937.txt,8355
669,1228,"February 18, 1937","February 18, 1937",ok,10,12377,pdf_cache/item_669_february-18-1937.pdf,extracted_text_all/item_669_february-18-1937.txt,8521
670,1229,"February 22, 1937","February 22, 1937",ok,3,3604,pdf_cache/item_670_february-22-1937.pdf,extracted_text_all/item_670_february-22-1937.txt,8572
671,1230,"February 23, 1937","February 23, 1937",ok,4,5451,pdf_cache/item_671_february-23-1937.pdf,extracted_text_all/item_671_february-23-1937.txt,8641
672,1231,"February 25, 1937: Performance of Sketches","February 25, 1937",ok,1,1352,pdf_cache/item_672_february-25-1937-performance-of-sketches.pdf,extracted_text_all/item_672_february-25-1937-performance-of-sketches.txt,8663
673,1232,"March 2, 1937","March 2, 1937",ok,1,360,pdf_cache/item_673_march-2-1937.pdf,extracted_text_all/item_673_march-2-1937.txt,8669
674,1233,"March 2, 1937","March 2, 1937",ok,2,1619,pdf_cache/item_674_march-2-1937.pdf,extracted_text_all/item_674_march-2-1937.txt,8699
675,1234,"March 4, 1937","March 4, 1937",ok,2,2424,pdf_cache/item_675_march-4-1937.pdf,extracted_text_all/item_675_march-4-1937.txt,8740
676,1255,"March 4, 1937: The fishing scene: Director's plan submitted for approval by Deirdre Hurst","March 4, 1937",ok,2,1374,pdf_cache/item_676_march-4-1937-the-fishing-scene-director-s-plan-submitted-for-approval-by-deirdre-hurst.pdf,extracted_text_all/item_676_march-4-1937-the-fishing-scene-director-s-plan-submitted-for-approval-by-deirdre-hurst.txt,8748
677,1256,"March 9, 1937: Appraisal or evaluation of performance: The First Studio (Moscow Art Theatre Second)","March 9, 1937",ok,2,1853,pdf_cache/item_677_march-9-1937-appraisal-or-evaluation-of-performance-the-first-studio-moscow-art-theatre-se.pdf,extracted_text_all/item_677_march-9-1937-appraisal-or-evaluation-of-performance-the-first-studio-moscow-art-theatre-se.txt,8769
678,1257,"March 12, 1937","March 12, 1937",ok,4,4971,pdf_cache/item_678_march-12-1937.pdf,extracted_text_all/item_678_march-12-1937.txt,8828
679,1258,"March 16, 1937","March 16, 1937",ok,6,7472,pdf_cache/item_679_march-16-1937.pdf,extracted_text_all/item_679_march-16-1937.txt,8890
680,1259,"March 16, 1937 (afternoon)","March 16, 1937",ok,45,60961,pdf_cache/item_680_march-16-1937-afternoon.pdf,extracted_text_all/item_680_march-16-1937-afternoon.txt,9433
681,1260,"March 16, 1937: Colour and light","March 16, 1937",ok,7,12526,pdf_cache/item_681_march-16-1937-colour-and-light.pdf,extracted_text_all/item_681_march-16-1937-colour-and-light.txt,9452
682,1261,"March 17, 1937","March 17, 1937",ok,16,16636,pdf_cache/item_682_march-17-1937.pdf,extracted_text_all/item_682_march-17-1937.txt,9461
683,1262,"March 18, 1937","March 18, 1937",ok,4,4047,pdf_cache/item_683_march-18-1937.pdf,extracted_text_all/item_683_march-18-1937.txt,9461
